p,p_folder,seed,n_samples,rmse_abs_oo,rmse_abs_a0,rmse_rel_oo,rmse_rel_a0
0.0,/home/kolombag/OOBprec/Bdata/BpN_folder/p_0.000,123,100,0.0,0.0,0.0,0.0
